synset	domain 
Synset('wrench.n.01')	Synset('injury.n.01')
Synset('fartlek.n.01')	Synset('activity.n.01')-misc
Synset('caenolestes.n.01')	Synset('mammal_genus.n.01')-misc
Synset('halfback.n.01')	Synset('player.n.01')
Synset('army_national_guard.n.01')	Synset('military_unit.n.01')
Synset('halfback.n.02')	Synset('activity.n.01')-misc
Synset('naif.n.01')	Synset('person.n.01')-misc
Synset('perch.n.05')	Synset('seafood.n.01')
Synset('life_buoy.n.01')	Synset('equipment.n.01')-misc
Synset('son-in-law.n.01')	Synset('relative.n.01')
Synset('baseball_bat.n.01')	Synset('sports_equipment.n.01')
Synset('rhea.n.02')	Synset('bird.n.01')-misc
Synset('honduran.n.01')	Synset('american.n.03')
Synset('perch.n.07')	Synset('percoid_fish.n.01')-misc
Synset('memoir.n.01')	Synset('evidence.n.02')
Synset('memoir.n.02')	Synset('writing.n.02')-misc
Synset('boom.n.05')	Synset('rod.n.01')
Synset('spanish_fly.n.01')	Synset('beetle.n.01')
Synset('predisposition.n.03')	Synset('property.n.02')-misc
Synset('dementia.n.01')	Synset('psychological_state.n.01')
Synset('hood.n.07')	Synset('protective_covering.n.01')
Synset('anomala.n.01')	Synset('arthropod_genus.n.01')-misc
Synset('fighting_chair.n.01')	Synset('furniture.n.01')
Synset('antheridium.n.01')	Synset('reproductive_structure.n.01')-misc
Synset('dinner_jacket.n.01')	Synset('clothing.n.01')-misc
Synset('waxflower.n.02')	Synset('plant.n.02')-misc
Synset('romany.n.02')	Synset('indo-european.n.02')
Synset('slug.n.05')	Synset('alcohol.n.01')-misc
Synset('stall.n.01')	Synset('room.n.01')
Synset('piked_reverse_hang.n.01')	Synset('labor.n.02')
Synset('slug.n.02')	Synset('unit_of_measurement.n.01')-misc
Synset('slug.n.03')	Synset('system_of_measurement.n.01')
Synset('kachina.n.01')	Synset('entertainer.n.01')
Synset('kachina.n.03')	Synset('plaything.n.01')
Synset('kachina.n.02')	Synset('spiritual_being.n.01')
Synset('good_form.n.01')	Synset('demeanor.n.01')
Synset('hawkmoth.n.01')	Synset('lepidopterous_insect.n.01')
Synset('greyhen.n.01')	Synset('gallinaceous_bird.n.01')
Synset('hood.n.06')	Synset('covering.n.02')-misc
Synset('ureterostenosis.n.01')	Synset('pathology.n.02')
Synset('cerise.n.01')	Synset('visual_property.n.01')
Synset('milliampere.n.01')	Synset('electromagnetic_unit.n.01')
Synset('cryptophyceae.n.01')	Synset('class.n.07')
Synset('pansinusitis.n.01')	Synset('inflammation.n.01')
Synset('lien.n.01')	Synset('share.n.01')
Synset('convent.n.02')	Synset('gathering.n.01')-misc
Synset('trail.n.02')	Synset('road.n.01')
Synset('chondrichthyes.n.01')	Synset('class.n.07')
Synset('tank.n.03')	Synset('containerful.n.01')
Synset('tank.n.02')	Synset('vessel.n.03')
Synset('tank.n.01')	Synset('military_vehicle.n.01')
Synset('deep-sea_diver.n.01')	Synset('person.n.01')-misc
Synset('legal_action.n.01')	Synset('due_process.n.01')
Synset('courthouse.n.02')	Synset('building.n.01')-misc
Synset('fulmar.n.01')	Synset('seabird.n.01')
Synset('dwarf_elder.n.01')	Synset('shrub.n.01')-misc
Synset('pyinma.n.01')	Synset('wood.n.01')
Synset('cochineal_insect.n.01')	Synset('homopterous_insect.n.01')
Synset('pig_lead.n.01')	Synset('chemical_element.n.01')
Synset('depository_financial_institution.n.01')	Synset('financial_institution.n.01')
Synset('shamanism.n.01')	Synset('morality.n.01')
Synset('class_structure.n.01')	Synset('system.n.02')
Synset('beth.n.01')	Synset('written_symbol.n.01')
Synset('flatterer.n.01')	Synset('follower.n.01')
Synset('klansman.n.01')	Synset('advocate.n.01')
Synset('proprietary_colony.n.01')	Synset('body.n.02')
Synset('bush_nasturtium.n.01')	Synset('herb.n.01')-misc
Synset('kraal.n.02')	Synset('enclosure.n.01')
Synset('montserratian.n.01')	Synset('american.n.03')
Synset('sebastiana.n.01')	Synset('rosid_dicot_genus.n.01')-misc
Synset('sour_cherry.n.01')	Synset('fruit_tree.n.01')
Synset('minor_fast_day.n.01')	Synset('calendar_day.n.01')
Synset('sour_cherry.n.03')	Synset('fruit.n.01')-misc
Synset('osteoclast.n.01')	Synset('cell.n.02')
Synset('eggs_benedict.n.01')	Synset('dish.n.02')-misc
Synset('protective_covering.n.02')	Synset('covering.n.01')
Synset('catecholamine.n.01')	Synset('body_substance.n.01')
Synset('salix.n.01')	Synset('dicot_genus.n.01')-misc
Synset('theban.n.02')	Synset('european.n.01')
Synset('conidiophore.n.01')	Synset('fiber.n.01')
Synset('sea_lily.n.01')	Synset('invertebrate.n.01')-misc
Synset('hemitripterus.n.01')	Synset('fish_genus.n.01')-misc
Synset('tuscan_order.n.01')	Synset('property.n.02')-misc
Synset('actaea.n.01')	Synset('magnoliid_dicot_genus.n.01')
Synset('north_america.n.02')	Synset('collection.n.01')-misc
Synset('camponotus.n.01')	Synset('arthropod_genus.n.01')-misc
Synset('circle.n.01')	Synset('figure.n.06')
Synset('circle.n.03')	Synset('shape.n.02')-misc
Synset('parang.n.01')	Synset('cutting_implement.n.01')
Synset('admission.n.01')	Synset('action.n.01')-misc
Synset('chian_turpentine.n.01')	Synset('resin.n.01')
Synset('admission.n.02')	Synset('message.n.02')-misc
Synset('quincentennial.n.01')	Synset('calendar_day.n.01')
Synset('circle.n.08')	Synset('mechanism.n.05')-misc
Synset('uremia.n.01')	Synset('pathology.n.02')
Synset('ultramarine.n.02')	Synset('visual_property.n.01')
Synset('amsonia.n.01')	Synset('dicot_genus.n.01')-misc
Synset('hot_air.n.01')	Synset('fluid.n.02')
Synset('magnetic_stripe.n.01')	Synset('memory_device.n.01')
Synset('gliridae.n.01')	Synset('mammal_family.n.01')
Synset('boselaphus.n.01')	Synset('mammal_genus.n.01')-misc
Synset('calcarine_sulcus.n.01')	Synset('body_part.n.01')-misc
Synset('epicardium.n.01')	Synset('membrane.n.02')
Synset('alternative_medicine.n.01')	Synset('profession.n.02')
Synset('gilbert.n.01')	Synset('electromagnetic_unit.n.01')
Synset('scoop.n.06')	Synset('vessel.n.03')
Synset('frequency_band.n.01')	Synset('collection.n.01')-misc
Synset('scoop.n.01')	Synset('containerful.n.01')
Synset('scoop.n.02')	Synset('solid.n.03')
Synset('marinara.n.01')	Synset('condiment.n.01')
Synset('plantaginaceae.n.01')	Synset('dicot_family.n.01')
Synset('umpire.n.01')	Synset('person.n.01')-misc
Synset('smilacaceae.n.01')	Synset('monocot_family.n.01')
Synset('coulisse.n.01')	Synset('representation.n.02')-misc
Synset('television_receiver.n.01')	Synset('electronic_equipment.n.01')
Synset('coulisse.n.02')	Synset('piece.n.01')
Synset('vertebrate.n.01')	Synset('vertebrate.n.01')-misc
Synset('american_green_toad.n.01')	Synset('amphibian.n.03')
Synset('legal_principle.n.01')	Synset('idea.n.01')-misc
Synset('computational_linguist.n.01')	Synset('scientist.n.01')
Synset('twenty-five.n.01')	Synset('integer.n.01')
Synset('urban_guerrilla.n.01')	Synset('person.n.01')-misc
Synset('boar.n.02')	Synset('even-toed_ungulate.n.01')
Synset('spontaneous_abortion.n.01')	Synset('termination.n.05')
Synset('concha.n.01')	Synset('structure.n.04')-misc
Synset('cloisonne.n.01')	Synset('utensil.n.01')
Synset('phleum.n.01')	Synset('monocot_genus.n.01')-misc
Synset('iyar.n.01')	Synset('calendar_month.n.01')
Synset('docetism.n.01')	Synset('content.n.05')-misc
Synset('task_force.n.01')	Synset('military_unit.n.01')
Synset('task_force.n.02')	Synset('unit.n.03')-misc
Synset('millifarad.n.01')	Synset('electromagnetic_unit.n.01')
Synset('enterostomy.n.01')	Synset('medical_procedure.n.01')
Synset('amelia.n.01')	Synset('imperfection.n.01')
Synset('bassist.n.01')	Synset('entertainer.n.01')
Synset('cleat.n.03')	Synset('building_material.n.01')
Synset('cleat.n.02')	Synset('restraint.n.06')
Synset('target_acquisition_system.n.01')	Synset('system.n.01')
Synset('division.n.12')	Synset('change_of_integrity.n.01')
Synset('blue_jasmine.n.01')	Synset('climber.n.01')
Synset('bed_and_breakfast.n.01')	Synset('housing.n.01')
Synset('red_siskin.n.01')	Synset('oscine.n.01')-misc
Synset('bryophyte.n.01')	Synset('organism.n.01')-misc
Synset('tonic_accent.n.01')	Synset('expressive_style.n.01')-misc
Synset('rebirth.n.03')	Synset('change.n.01')
Synset('control_tower.n.01')	Synset('structure.n.01')-misc
Synset('secretary_of_veterans_affairs.n.01')	Synset('head.n.04')
Synset('frame.n.02')	Synset('photograph.n.01')
Synset('physical_entity.n.01')	Synset('physical_entity.n.01')-misc
Synset('yucatec.n.01')	Synset('amerindian.n.01')
Synset('dorian.n.02')	Synset('group.n.01')-misc
Synset('english.n.04')	Synset('movement.n.03')
Synset('dorian.n.01')	Synset('european.n.01')
Synset('palinurus.n.01')	Synset('arthropod_genus.n.01')-misc
Synset('english.n.03')	Synset('humanistic_discipline.n.01')-misc
Synset('english.n.01')	Synset('indo-european.n.02')
Synset('atavist.n.01')	Synset('organism.n.01')-misc
Synset('airline.n.01')	Synset('passage.n.03')
Synset('airline.n.02')	Synset('enterprise.n.02')
Synset('psilophyte.n.01')	Synset('vascular_plant.n.01')-misc
Synset('splint.n.01')	Synset('part.n.03')-misc
Synset('michaelmastide.n.01')	Synset('time_period.n.01')-misc
Synset('genus_scilla.n.01')	Synset('liliid_monocot_genus.n.01')
Synset('hopelessness.n.01')	Synset('feeling.n.01')-misc
Synset('hanukkah.n.01')	Synset('calendar_day.n.01')
Synset('pallette.n.01')	Synset('protective_covering.n.01')
Synset('automatic_rifle.n.01')	Synset('weapon.n.01')
Synset('nub.n.01')	Synset('solid.n.03')
Synset('hotchpotch.n.02')	Synset('dish.n.02')-misc
Synset('publishing_conglomerate.n.01')	Synset('enterprise.n.02')
Synset('bearded_iris.n.01')	Synset('bulbous_plant.n.01')
Synset('bikini.n.02')	Synset('garment.n.01')-misc
Synset('welder.n.01')	Synset('craftsman.n.03')
Synset('homogeneous_polynomial.n.01')	Synset('relation.n.01')-misc
Synset('bop.n.02')	Synset('music_genre.n.01')
Synset('ambulance.n.01')	Synset('self-propelled_vehicle.n.01')
Synset('baryon.n.01')	Synset('body.n.04')
Synset('temple_orange.n.01')	Synset('fruit_tree.n.01')
Synset('temple_orange.n.02')	Synset('edible_fruit.n.01')
Synset('toxicognath.n.01')	Synset('external_body_part.n.01')
Synset('flagellant.n.02')	Synset('religious_person.n.01')
Synset('flagellant.n.01')	Synset('wrongdoer.n.01')
Synset('window_screen.n.01')	Synset('protective_covering.n.01')
Synset('hypervitaminosis.n.01')	Synset('abnormality.n.01')
Synset('underpart.n.01')	Synset('body_part.n.01')-misc
Synset('lobularia.n.01')	Synset('dilleniid_dicot_genus.n.01')-misc
Synset('tonight.n.01')	Synset('time.n.05')
Synset('babyrousa.n.01')	Synset('mammal_genus.n.01')-misc
Synset('wood_sugar.n.01')	Synset('carbohydrate.n.01')
Synset('secretion.n.02')	Synset('body_substance.n.01')
Synset('earmark.n.01')	Synset('symbol.n.01')-misc
Synset('common_denominator.n.02')	Synset('attribute.n.02')-misc
Synset('common_denominator.n.01')	Synset('number.n.02')-misc
Synset('fast_lane.n.01')	Synset('property.n.02')-misc
Synset('rehash.n.01')	Synset('information.n.01')
Synset('interlingua.n.01')	Synset('artificial_language.n.01')
Synset('toxicodendron.n.01')	Synset('dicot_genus.n.01')-misc
Synset('toy_spaniel.n.01')	Synset('dog.n.01')
Synset('polygamist.n.01')	Synset('relative.n.01')
Synset('agama.n.01')	Synset('saurian.n.01')
Synset('honor_killing.n.01')	Synset('termination.n.05')
Synset('no-trump.n.01')	Synset('game.n.01')
Synset('xenolith.n.01')	Synset('natural_object.n.01')-misc
Synset('langue_d'oil.n.01')	Synset('indo-european.n.02')
Synset('slovakian_monetary_unit.n.01')	Synset('monetary_unit.n.01')-misc
Synset('reallocation.n.01')	Synset('share.n.01')
Synset('easy_street.n.01')	Synset('assets.n.01')-misc
Synset('floating-point_operation.n.01')	Synset('processing.n.01')
Synset('orcinus.n.01')	Synset('mammal_genus.n.01')-misc
Synset('register.n.05')	Synset('passage.n.03')
Synset('homo_soloensis.n.01')	Synset('primate.n.02')
Synset('nickel.n.03')	Synset('system_of_measurement.n.01')
Synset('nickel.n.02')	Synset('system_of_measurement.n.01')
Synset('nickel.n.01')	Synset('chemical_element.n.01')
Synset('deathtrap.n.01')	Synset('structure.n.01')-misc
Synset('knitwear.n.01')	Synset('clothing.n.01')-misc
Synset('industrial_air_pollution.n.01')	Synset('condition.n.01')-misc
Synset('longing.n.01')	Synset('feeling.n.01')-misc
Synset('companionway.n.01')	Synset('way.n.06')-misc
Synset('zinnwaldite.n.01')	Synset('mineral.n.01')-misc
Synset('basketball.n.02')	Synset('game_equipment.n.01')
Synset('convection.n.02')	Synset('natural_process.n.01')-misc
Synset('young_fish.n.01')	Synset('fish.n.01')-misc
Synset('genus_stelis.n.01')	Synset('monocot_genus.n.01')-misc
Synset('springtide.n.01')	Synset('movement.n.03')
Synset('springtide.n.02')	Synset('happening.n.01')-misc
Synset('umbrella_bird.n.01')	Synset('passerine.n.01')-misc
Synset('cuppa.n.01')	Synset('beverage.n.01')-misc
Synset('tomtate.n.01')	Synset('percoid_fish.n.01')-misc
Synset('scalar_matrix.n.01')	Synset('arrangement.n.02')-misc
Synset('basketball.n.01')	Synset('sport.n.01')
Synset('humerus.n.01')	Synset('connective_tissue.n.01')
Synset('grevy's_zebra.n.01')	Synset('odd-toed_ungulate.n.01')
Synset('immaturity.n.01')	Synset('state.n.02')-misc
Synset('shell.n.10')	Synset('covering.n.01')
Synset('housewrecker.n.01')	Synset('workman.n.01')
Synset('sixties.n.01')	Synset('time_period.n.01')-misc
Synset('gift_tax.n.01')	Synset('liabilities.n.01')
Synset('abrogation.n.01')	Synset('change_of_state.n.01')-misc
Synset('sixties.n.02')	Synset('time_period.n.01')-misc
Synset('education.n.02')	Synset('content.n.05')-misc
Synset('education.n.03')	Synset('basic_cognitive_process.n.01')-misc
Synset('education.n.01')	Synset('activity.n.01')-misc
Synset('similarity.n.02')	Synset('law.n.04')
Synset('affiliation.n.01')	Synset('state.n.02')-misc
Synset('education.n.04')	Synset('profession.n.02')
Synset('education.n.05')	Synset('attribute.n.02')-misc
Synset('bijou.n.01')	Synset('adornment.n.01')
Synset('jury_system.n.01')	Synset('plan.n.01')
Synset('drop-leaf_table.n.01')	Synset('furniture.n.01')
Synset('buffered_aspirin.n.01')	Synset('salt.n.01')
Synset('rest_mass.n.01')	Synset('fundamental_quantity.n.01')-misc
Synset('moiety.n.01')	Synset('number.n.02')-misc
Synset('ribbon.n.01')	Synset('object.n.01')-misc
Synset('hole-in-the-wall.n.01')	Synset('topographic_point.n.01')
Synset('monolith.n.01')	Synset('building_material.n.01')
Synset('shoddy.n.01')	Synset('fiber.n.01')
Synset('up-bow.n.01')	Synset('motion.n.03')
Synset('jerk.n.03')	Synset('magnitude_relation.n.01')
Synset('pusillanimity.n.01')	Synset('trait.n.01')-misc
Synset('storminess.n.01')	Synset('atmospheric_phenomenon.n.01')
Synset('niacin.n.01')	Synset('nutriment.n.01')-misc
Synset('antefix.n.01')	Synset('decoration.n.01')-misc
Synset('relict.n.02')	Synset('geological_formation.n.01')
Synset('hiss.n.01')	Synset('sound.n.04')
Synset('ballpoint.n.01')	Synset('implement.n.01')-misc
Synset('skybox.n.01')	Synset('room.n.01')
Synset('hominid.n.01')	Synset('primate.n.02')
Synset('matchweed.n.01')	Synset('subshrub.n.01')
Synset('tortuosity.n.01')	Synset('shape.n.02')-misc
Synset('birdcall.n.01')	Synset('signal.n.01')-misc
Synset('ethylene_glycol.n.01')	Synset('liquid.n.01')-misc
Synset('gandy_dancer.n.01')	Synset('workman.n.01')
Synset('alexandrite.n.01')	Synset('crystal.n.01')
Synset('kina.n.01')	Synset('monetary_unit.n.01')-misc
Synset('beef_loin.n.01')	Synset('meat.n.01')
Synset('somrai.n.01')	Synset('afroasiatic.n.01')
Synset('hawser.n.01')	Synset('line.n.18')
Synset('iron_putty.n.01')	Synset('material.n.01')-misc
Synset('seasonal_worker.n.01')	Synset('worker.n.01')-misc
Synset('miso.n.01')	Synset('condiment.n.01')
Synset('yellowwood.n.01')	Synset('wood.n.01')
Synset('kilobit.n.01')	Synset('unit_of_measurement.n.01')-misc
Synset('toe_crack.n.01')	Synset('animal_disease.n.01')
Synset('ceremony.n.02')	Synset('activity.n.01')-misc
Synset('ceremony.n.01')	Synset('social_event.n.01')-misc
Synset('sugar_daddy.n.01')	Synset('person.n.01')-misc
Synset('mycobacteria.n.01')	Synset('moneran.n.01')
Synset('cornpone.n.01')	Synset('starches.n.01')
Synset('jackdaw.n.01')	Synset('oscine.n.01')-misc
Synset('tulostomaceae.n.01')	Synset('fungus_family.n.01')
Synset('polymyositis.n.01')	Synset('inflammation.n.01')
Synset('split_infinitive.n.01')	Synset('class.n.01')
Synset('electrostatic_printer.n.01')	Synset('machine.n.01')-misc
Synset('monetarism.n.01')	Synset('explanation.n.02')
Synset('cargo.n.01')	Synset('commodity.n.01')-misc
Synset('paleontology.n.01')	Synset('natural_science.n.01')-misc
Synset('baddeleyite.n.01')	Synset('mineral.n.01')-misc
Synset('zebu.n.01')	Synset('even-toed_ungulate.n.01')
Synset('bugaboo.n.02')	Synset('information.n.02')-misc
Synset('cerebral_cortex.n.01')	Synset('neural_structure.n.01')
Synset('election_commission.n.01')	Synset('administrative_unit.n.01')-misc
Synset('leaf_spring.n.01')	Synset('device.n.01')-misc
Synset('narrowing.n.01')	Synset('spatial_property.n.01')
Synset('ball.n.03')	Synset('round_shape.n.01')
Synset('mendel's_law.n.01')	Synset('law.n.04')
Synset('muzzle_loader.n.01')	Synset('weapon.n.01')
Synset('ball.n.06')	Synset('plaything.n.01')
Synset('chilean_cedar.n.01')	Synset('gymnospermous_tree.n.01')
Synset('sooth.n.01')	Synset('morality.n.01')
Synset('sumatran.n.01')	Synset('asian.n.01')
Synset('office_of_naval_intelligence.n.01')	Synset('agency.n.01')
Synset('ball.n.08')	Synset('collection.n.01')-misc
Synset('ball.n.09')	Synset('social_event.n.01')-misc
Synset('pit.n.07')	Synset('area.n.05')-misc
Synset('pit.n.06')	Synset('area.n.05')-misc
Synset('pit.n.05')	Synset('enclosure.n.01')
Synset('robalo.n.01')	Synset('percoid_fish.n.01')-misc
Synset('whistle.n.04')	Synset('device.n.01')-misc
Synset('silviculture.n.01')	Synset('life_science.n.01')
Synset('wildness.n.04')	Synset('trait.n.01')-misc
Synset('celibate.n.01')	Synset('religious_person.n.01')
Synset('wildness.n.01')	Synset('feeling.n.01')-misc
Synset('wildness.n.03')	Synset('trait.n.01')-misc
Synset('rhinosporidiosis.n.01')	Synset('pathology.n.02')
Synset('therapeutics.n.01')	Synset('life_science.n.01')
Synset('reception_desk.n.01')	Synset('furniture.n.01')
